run,false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
1,0.209,0.8232132564841499,0.8264462809917356,0.8823861671469742,0.8819362455726092,0.7134899135446686,0.7036599763872491
1,0.21,0.8232132564841499,0.8264462809917356,0.883386167146974,0.8831168831168831,0.7134899135446686,0.7036599763872491
1,0.211,0.8242132564841498,0.8276269185360094,0.883386167146974,0.8831168831168831,0.7164899135446686,0.7036599763872491
1,0.212,0.8252132564841499,0.8288075560802833,0.883386167146974,0.8831168831168831,0.7179308357348704,0.7036599763872491
1,0.213,0.8252132564841499,0.8288075560802833,0.883386167146974,0.8831168831168831,0.7179308357348704,0.7036599763872491
1,0.214,0.8252132564841499,0.8299881936245572,0.883386167146974,0.8831168831168831,0.7189308357348703,0.7036599763872491
1,0.215,0.8262132564841498,0.833530106257379,0.883386167146974,0.8842975206611571,0.7203717579250721,0.7072018890200709
1,0.216,0.8262132564841498,0.833530106257379,0.8843861671469742,0.8842975206611571,0.7223717579250721,0.7083825265643447
1,0.217,0.8262132564841498,0.833530106257379,0.8843861671469742,0.885478158205431,0.7223717579250721,0.7095631641086186
1,0.218,0.8276541786743516,0.8358913813459268,0.885386167146974,0.8878394332939787,0.7223717579250721,0.7095631641086186
1,0.219,0.8276541786743516,0.8358913813459268,0.886386167146974,0.8890200708382526,0.7238126801152738,0.7095631641086186
1,0.22,0.8286541786743515,0.8358913813459268,0.886386167146974,0.8890200708382526,0.7238126801152738,0.7095631641086186
1,0.221,0.8286541786743515,0.8370720188902007,0.887386167146974,0.8890200708382526,0.7238126801152738,0.7095631641086186
